"neighborhood","code_description"
"Near South Side","Handling and storage of material susceptible to becoming windborne"
"Portage Park","Handling and storage of material susceptible to becoming windborne"
"Portage Park","Handling and storage of material susceptible to becoming windborne"
"Albany Park","Certificate of operation requiered"
"Lower West Side","Treatment and disposal of solid or liquid waste"
"Lower West Side","Treatment and disposal of solid or liquid waste"
"West Town","Certificate of operation requiered"
"Belmont Cragin","Semiannual surficial cleansing"
"Belmont Cragin","Semiannual surficial cleansing"
"Logan Square","Handling and storage of material susceptible to becoming windborne"
"Logan Square","Handling and storage of material susceptible to becoming windborne"
"Hermosa","Certificate of operation requiered"
"Lincoln Park","Semiannual surficial cleansing"
"Lincoln Park","Semiannual surficial cleansing"
"Lower West Side","Certificate of operation requiered"
"Lake View","Handling and storage of material susceptible to becoming windborne"
"Near West Side","Certificate of operation requiered"
"Lincoln Park","Handling and storage of material susceptible to becoming windborne"
"Lincoln Park","Treatment and disposal of solid or liquid waste"
"Lincoln Park","Handling and storage of material susceptible to becoming windborne"
"West Town","Semiannual surficial cleansing"
"Austin","Semiannual surficial cleansing"
"Chicago Lawn","Certificate of operation requiered"
"Near West Side","Semiannual surficial cleansing"
"Auburn Gresham","Certificate of operation requiered"
"Woodlawn","Certificate of operation requiered"
"Woodlawn","Certificate of operation requiered"
"Woodlawn","Certificate of operation requiered"
"Lower West Side","Semiannual surficial cleansing"
"Lower West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Lower West Side","Semiannual surficial cleansing"
"Lower West Side","Semiannual surficial cleansing"
"Brighton Park","Semiannual surficial cleansing"
"Chicago Lawn","Semiannual surficial cleansing"
"Chicago Lawn","Semiannual surficial cleansing"
"Calumet Heights","Treatment and disposal of solid or liquid waste"
"Norwood Park","Semiannual surficial cleansing"
"Norwood Park","Semiannual surficial cleansing"
"Logan Square","Handling and storage of material susceptible to becoming windborne"
"Norwood Park","Semiannual surficial cleansing"
"Norwood Park","Semiannual surficial cleansing"
"Near West Side","Certificate of operation requiered"
"West Ridge","Semiannual surficial cleansing"
"Uptown","Semiannual surficial cleansing"
"Edgewater","Semiannual surficial cleansing"
"Uptown","Semiannual surficial cleansing"
"Edgewater","Semiannual surficial cleansing"
"Uptown","Handling and storage of material susceptible to becoming windborne"
"Uptown","Semiannual surficial cleansing"
"Uptown","Semiannual surficial cleansing"
"Ashburn","Certificate of operation requiered"
"Hermosa","Certificate of operation requiered"
"Ashburn","Certificate of operation requiered"
"Ashburn","Certificate of operation requiered"
"Portage Park","Semiannual surficial cleansing"
"Portage Park","Semiannual surficial cleansing"
"Portage Park","Semiannual surficial cleansing"
"Portage Park","Semiannual surficial cleansing"
"West Town","Handling and storage of material susceptible to becoming windborne"
"Portage Park","Semiannual surficial cleansing"
"Portage Park","Semiannual surficial cleansing"
"North Park","Semiannual surficial cleansing"
"North Park","Semiannual surficial cleansing"
"North Center","Semiannual surficial cleansing"
"Lower West Side","Certificate of operation requiered"
"Greater Grand Crossing","Semiannual surficial cleansing"
"Irving Park","Treatment and disposal of solid or liquid waste"
"North Center","Semiannual surficial cleansing"
"New City","Handling and storage of material susceptible to becoming windborne"
"Austin","Certificate of operation requiered"
"Austin","Handling and storage of material susceptible to becoming windborne"
"West Pullman","Certificate of operation requiered"
"Near West Side","Treatment and disposal of solid or liquid waste"
"Ashburn","Certificate of operation requiered"
"Belmont Cragin","Semiannual surficial cleansing"
"New City","Treatment and disposal of solid or liquid waste"
"Belmont Cragin","Semiannual surficial cleansing"
"Garfield Ridge","Certificate of operation requiered"
"Garfield Ridge","Certificate of operation requiered"
"Fuller Park","Semiannual surficial cleansing"
"Humboldt Park","Semiannual surficial cleansing"
"West Town","Handling and storage of material susceptible to becoming windborne"
"Dunning","Certificate of operation requiered"
"Humboldt Park","Semiannual surficial cleansing"
"Lower West Side","Certificate of operation requiered"
"Hermosa","Certificate of operation requiered"
"Humboldt Park","Certificate of operation requiered"
"Hermosa","Handling and storage of material susceptible to becoming windborne"
"South Lawndale","Certificate of operation requiered"
"Lake View","Handling and storage of material susceptible to becoming windborne"
"Portage Park","Certificate of operation requiered"
"Portage Park","Treatment and disposal of solid or liquid waste"
"Lake View","Certificate of operation requiered"
"New City","Handling and storage of material susceptible to becoming windborne"
"Lake View","Handling and storage of material susceptible to becoming windborne"
"Lower West Side","Certificate of operation requiered"
"West Town","Semiannual surficial cleansing"
"New City","Semiannual surficial cleansing"
"Hermosa","Treatment and disposal of solid or liquid waste"
"Beverly","Handling and storage of material susceptible to becoming windborne"
"Austin","Semiannual surficial cleansing"
"Near West Side","Handling and storage of material susceptible to becoming windborne"
"Woodlawn","Handling and storage of material susceptible to becoming windborne"
"West Garfield Park","Semiannual surficial cleansing"
"West Garfield Park","Semiannual surficial cleansing"
"West Garfield Park","Semiannual surficial cleansing"
"West Garfield Park","Semiannual surficial cleansing"
"Lower West Side","Treatment and disposal of solid or liquid waste"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"West Garfield Park","Certificate of operation requiered"
"East Garfield Park","Semiannual surficial cleansing"
"East Garfield Park","Semiannual surficial cleansing"
"New City","Treatment and disposal of solid or liquid waste"
"Brighton Park","Certificate of operation requiered"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Washington Heights","Certificate of operation requiered"
"Washington Heights","Handling and storage of material susceptible to becoming windborne"
"Washington Heights","Handling and storage of material susceptible to becoming windborne"
"Lower West Side","Semiannual surficial cleansing"
"Lower West Side","Semiannual surficial cleansing"
"Humboldt Park","Handling and storage of material susceptible to becoming windborne"
"Near West Side","Semiannual surficial cleansing"
"Near West Side","Semiannual surficial cleansing"
"Near North Side","Handling and storage of material susceptible to becoming windborne"
"Bridgeport","Semiannual surficial cleansing"
"Bridgeport","Semiannual surficial cleansing"
"Lincoln Square","Handling and storage of material susceptible to becoming windborne"
"Lower West Side","Semiannual surficial cleansing"
"Lower West Side","Semiannual surficial cleansing"
"Bridgeport","Semiannual surficial cleansing"
"Auburn Gresham","Handling and storage of material susceptible to becoming windborne"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Ashburn","Semiannual surficial cleansing"
"Chicago Lawn","Semiannual surficial cleansing"
"West Lawn","Semiannual surficial cleansing"
"Clearing","Certificate of operation requiered"
"West Lawn","Semiannual surficial cleansing"
"Chicago Lawn","Semiannual surficial cleansing"
"West Lawn","Semiannual surficial cleansing"
"Lower West Side","Handling and storage of material susceptible to becoming windborne"
"North Park","Certificate of operation requiered"
"West Lawn","Semiannual surficial cleansing"
"Lake View","Handling and storage of material susceptible to becoming windborne"
"Chicago Lawn","Semiannual surficial cleansing"
"Chicago Lawn","Semiannual surficial cleansing"
"Chicago Lawn","Semiannual surficial cleansing"
